filename,folder,source_type,risk_category,wiki_concepts,tags,confidence,reason
arxiv_1707.06209_cb1d4272.pdf,AI Risk Mitigation,research_paper,misalignment,,,low,default rules
arxiv_1707.07402_1e6edf40.pdf,AI Risk Mitigation,research_paper,misalignment,RLHF & Its Limitations|Scalable Oversight,,medium,"concepts=RLHF & Its Limitations,Scalable Oversight"
arxiv_1804.07461_1a0560a9.pdf,AI Risk Mitigation,research_paper,misalignment,,DeepMind,low,tags=1
arxiv_1805.00899_d6049e8c.pdf,AI Risk Mitigation,research_paper,misalignment,Scalable Oversight,debate|OpenAI,high,concepts=Scalable Oversight; tags=2
arxiv_1809.02789_7524201f.pdf,AI Risk Mitigation,research_paper,misalignment,,,low,default rules
arxiv_1810.03993_43bf99d2.pdf,RSP,model_card,structural,AI Evaluations & Benchmarks|Responsible Scaling Policies,evaluations|model-card,high,"concepts=AI Evaluations & Benchmarks,Responsible Scaling Policies; tags=2"
arxiv_1810.08575_53517e7a.pdf,Evaluation,research_paper,misalignment,Scalable Oversight|AI Evaluations & Benchmarks,IDA|OpenAI,high,"concepts=Scalable Oversight,AI Evaluations & Benchmarks; tags=2"
arxiv_1811.07871_c8980056.pdf,AI Risk Mitigation,research_paper,misalignment,RLHF & Its Limitations,reward-modeling|DeepMind,high,concepts=RLHF & Its Limitations; tags=2
arxiv_1904.01130_935b435c.pdf,AI Risk Mitigation,research_paper,misalignment,Scalable Oversight,Google,medium,concepts=Scalable Oversight; tags=1
arxiv_1904.09728_a7f312d0.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,benchmarks,medium,concepts=AI Evaluations & Benchmarks; tags=1
arxiv_1905.07830_2afe6f6e.pdf,AI Risk Mitigation,research_paper,misalignment,,adversarial,low,tags=1
arxiv_1905.10044_284120f6.pdf,AI Risk Mitigation,research_paper,misalignment,,Google,low,tags=1
arxiv_1906.01820_626ef3bb.pdf,AI Risk Mitigation,research_paper,misalignment,,mesa-optimization|transparency,medium,tags=2
arxiv_1909.03553_3e5c8291.pdf,AI Risk Mitigation,research_paper,misalignment,,,low,default rules
arxiv_1909.08593_01814b94.pdf,AI Risk Mitigation,research_paper,misalignment,,OpenAI,low,tags=1
arxiv_1911.11641_ca63c0c7.pdf,AI Risk Mitigation,research_paper,misalignment,,,low,default rules
arxiv_2001.08361_751878a7.pdf,AI Risk Mitigation,research_paper,misalignment,,OpenAI,low,tags=1
arxiv_2004.00345_7f7ee403.pdf,AI Risk Mitigation,research_paper,misalignment,,,low,default rules
arxiv_2004.07213_55998b84.pdf,AI Risk Mitigation,research_paper,misalignment,RLHF & Its Limitations,,medium,concepts=RLHF & Its Limitations
arxiv_2005.14165_eb9f79f3.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,benchmarks|OpenAI,high,concepts=AI Evaluations & Benchmarks; tags=2
arxiv_2006.04948_1de6b0d8.pdf,AI Safety,research_paper,misalignment,Existential Risk & Superintelligence,existential-risk,medium,concepts=Existential Risk & Superintelligence; tags=1
arxiv_2008.02275_0c5277a5.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,benchmarks,medium,concepts=AI Evaluations & Benchmarks; tags=1
arxiv_2009.03300_1bd1157d.pdf,AI Risk Mitigation,research_paper,misalignment,,,low,default rules
arxiv_2010.06595_5e9fd70b.pdf,AI Risk Mitigation,research_paper,misalignment,,,low,default rules
arxiv_2012.00363_d5502e00.pdf,AI Risk Mitigation,research_paper,misalignment,,Google,low,tags=1
arxiv_2012.08347_3db12b42.pdf,AI Risk Mitigation,research_paper,misalignment,,transparency,low,tags=1
arxiv_2103.03874_f6ee975b.pdf,AI Risk Mitigation,research_paper,misalignment,,,low,default rules
arxiv_2106.09685_6e77126e.pdf,AI Risk Mitigation,research_paper,misalignment,,,low,default rules
arxiv_2107.03374_cfef0bfa.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,,medium,concepts=AI Evaluations & Benchmarks
arxiv_2108.04812_b21e1efe.pdf,AI Risk Mitigation,research_paper,misalignment,,,low,default rules
arxiv_2108.07790_e488f1c5.pdf,AI Risk Mitigation,research_paper,misalignment,,,low,default rules
arxiv_2108.12099_898d8f37.pdf,AI Risk Mitigation,research_paper,mistakes,,,low,default rules
arxiv_2109.01652_0c57a508.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,Google,medium,concepts=AI Evaluations & Benchmarks; tags=1
arxiv_2109.10862_98de0ba9.pdf,Evaluation,research_paper,misalignment,RLHF & Its Limitations|AI Evaluations & Benchmarks,reward-modeling|OpenAI,high,"concepts=RLHF & Its Limitations,AI Evaluations & Benchmarks; tags=2"
arxiv_2110.07602_4d6bb1cb.pdf,AI Risk Mitigation,research_paper,misalignment,,,low,default rules
arxiv_2112.00861_34fd70f8.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,evaluations|Anthropic,high,concepts=AI Evaluations & Benchmarks; tags=2
arxiv_2112.09332_83a6a3da.pdf,Evaluation,research_paper,misalignment,RLHF & Its Limitations|AI Evaluations & Benchmarks,evaluations|OpenAI,high,"concepts=RLHF & Its Limitations,AI Evaluations & Benchmarks; tags=2"
arxiv_2112.11446_1508faab.pdf,RSP,research_paper,misalignment,Scalable Oversight|Responsible Scaling Policies,,medium,"concepts=Scalable Oversight,Responsible Scaling Policies"
arxiv_2201.11903_888dd8e4.pdf,AI Risk Mitigation,research_paper,misalignment,,chain-of-thought|Google,medium,tags=2
arxiv_2202.03286_9822e011.pdf,RSP,research_paper,misalignment,AI Evaluations & Benchmarks|Responsible Scaling Policies,red-teaming|DeepMind,high,"concepts=AI Evaluations & Benchmarks,Responsible Scaling Policies; tags=2"
arxiv_2203.02155_80867b0f.pdf,AI Risk Mitigation,research_paper,misalignment,RLHF & Its Limitations|Scalable Oversight,OpenAI,medium,"concepts=RLHF & Its Limitations,Scalable Oversight; tags=1"
arxiv_2203.10079_0c3713d4.pdf,AI Risk Mitigation,research_paper,misalignment,,,low,default rules
arxiv_2203.11171_ff8dcb0e.pdf,AI Safety,research_paper,misalignment,Existential Risk & Superintelligence,chain-of-thought|Google,high,concepts=Existential Risk & Superintelligence; tags=2
arxiv_2203.15556_593710fa.pdf,AI Risk Mitigation,research_paper,misalignment,Scalable Oversight,,medium,concepts=Scalable Oversight
arxiv_2204.05862_71c25fc9.pdf,AI Risk Mitigation,research_paper,misalignment,RLHF & Its Limitations,RLHF|Anthropic,high,concepts=RLHF & Its Limitations; tags=2
arxiv_2206.04615_b8e781bd.pdf,AI Risk Mitigation,research_paper,misalignment,,,low,default rules
arxiv_2206.05802_2bba6c32.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,OpenAI,medium,concepts=AI Evaluations & Benchmarks; tags=1
arxiv_2206.07682_be8be94b.pdf,AI Risk Mitigation,research_paper,misalignment,,DeepMind|Google,medium,tags=2
arxiv_2206.11871_88c11c96.pdf,AI Risk Mitigation,research_paper,misalignment,,,low,default rules
arxiv_2206.13353_311b3e40.pdf,Evaluation,research_paper,misalignment,Existential Risk & Superintelligence|AI Evaluations & Benchmarks,power-seeking|existential-risk,high,"concepts=Existential Risk & Superintelligence,AI Evaluations & Benchmarks; tags=2"
arxiv_2207.11680_e99141d0.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,evaluations,medium,concepts=AI Evaluations & Benchmarks; tags=1
arxiv_2208.02294_58e2db8a.pdf,AI Risk Mitigation,research_paper,misalignment,Scalable Oversight,Google,medium,concepts=Scalable Oversight; tags=1
arxiv_2209.00626_c1868760.pdf,RSP,policy,structural,Existential Risk & Superintelligence|Responsible Scaling Policies,deception|RSP|OpenAI,high,"concepts=Existential Risk & Superintelligence,Responsible Scaling Policies; tags=3"
arxiv_2209.07858_986c4af2.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,red-teaming|Anthropic,high,concepts=AI Evaluations & Benchmarks; tags=2
arxiv_2209.14375_46491ec7.pdf,RSP,research_paper,misalignment,Responsible Scaling Policies,DeepMind,medium,concepts=Responsible Scaling Policies; tags=1
arxiv_2210.01241_8842ac98.pdf,AI Risk Mitigation,research_paper,misalignment,,,low,default rules
arxiv_2210.10760_b79a972c.pdf,AI Risk Mitigation,research_paper,misalignment,RLHF & Its Limitations,reward-modeling|OpenAI,high,concepts=RLHF & Its Limitations; tags=2
arxiv_2210.12353_25696464.pdf,AI Safety,research_paper,misalignment,Existential Risk & Superintelligence,,medium,concepts=Existential Risk & Superintelligence
arxiv_2211.03540_1eb4fb86.pdf,AI Risk Mitigation,research_paper,misalignment,Scalable Oversight,scalable-oversight,medium,concepts=Scalable Oversight; tags=1
arxiv_2211.09110_3d3d51b0.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,evaluations,medium,concepts=AI Evaluations & Benchmarks; tags=1
arxiv_2212.03827_021cf036.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,,medium,concepts=AI Evaluations & Benchmarks
arxiv_2212.08073_5eacf5e7.pdf,Model-level Mitigation,research_paper,misalignment,Constitutional AI (RLAIF),Constitutional-AI,medium,concepts=Constitutional AI (RLAIF); tags=1
arxiv_2212.09251_ad683c29.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,evaluations,medium,concepts=AI Evaluations & Benchmarks; tags=1
arxiv_2212.09710_301cd5ae.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,,medium,concepts=AI Evaluations & Benchmarks
arxiv_2301.01768_950cbdca.pdf,AI Risk Mitigation,research_paper,misalignment,,OpenAI,low,tags=1
arxiv_2302.08582_87e65df1.pdf,AI Risk Mitigation,research_paper,misalignment,,,low,default rules
arxiv_2303.08033_7529cac3.pdf,Model-level Mitigation,research_paper,misalignment,Weak-to-Strong Generalization,,medium,concepts=Weak-to-Strong Generalization
arxiv_2303.09001_db4893ea.pdf,AI Risk Mitigation,research_paper,misalignment,,,low,default rules
arxiv_2303.13360_003271e4.pdf,Evaluation,research_paper,mistakes,Agentic Misalignment|AI Evaluations & Benchmarks,evaluations|multi-agent,high,"concepts=Agentic Misalignment,AI Evaluations & Benchmarks; tags=2"
arxiv_2304.13734_6347b94f.pdf,AI Risk Mitigation,research_paper,misalignment,,,low,default rules
arxiv_2304.15004_b0c96341.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,,medium,concepts=AI Evaluations & Benchmarks
arxiv_2305.04388_8a8abdf7.pdf,AI Risk Mitigation,research_paper,misalignment,,chain-of-thought|Anthropic|transparency,medium,tags=3
arxiv_2305.10403_4ad550aa.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,evaluations,medium,concepts=AI Evaluations & Benchmarks; tags=1
arxiv_2305.10601_fa045610.pdf,AI Risk Mitigation,research_paper,misalignment,,DeepMind|Google,medium,tags=2
arxiv_2305.15324_31d9a8c2.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,evaluations|governance|Anthropic|OpenAI|DeepMind|Google|ARC,high,concepts=AI Evaluations & Benchmarks; tags=7
arxiv_2305.16367_fca470d1.pdf,AI Risk Mitigation,research_paper,misalignment,,DeepMind,low,tags=1
arxiv_2306.03341_8f37248e.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,benchmarks,medium,concepts=AI Evaluations & Benchmarks; tags=1
arxiv_2306.03809_d706908c.pdf,AI Risk Mitigation,research_paper,misuse,,dual-use,low,tags=1
arxiv_2306.05685_d86911cb.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,benchmarks,medium,concepts=AI Evaluations & Benchmarks; tags=1
arxiv_2306.09983_636af9ab.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,interpretability,medium,concepts=AI Evaluations & Benchmarks; tags=1
arxiv_2306.13952_1d8ad22c.pdf,AI Risk Mitigation,research_paper,misuse,,bioweapons|dual-use,medium,tags=2
arxiv_2306.14898_22dcbdae.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,benchmarks,medium,concepts=AI Evaluations & Benchmarks; tags=1
arxiv_2307.03109_e6202492.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,evaluations,medium,concepts=AI Evaluations & Benchmarks; tags=1
arxiv_2307.09288_25e38443.pdf,AI Risk Mitigation,research_paper,misalignment,,,low,default rules
arxiv_2307.11768_87ec67be.pdf,AI Risk Mitigation,research_paper,misalignment,,,low,default rules
arxiv_2307.13702_5865bfd6.pdf,AI Risk Mitigation,research_paper,misalignment,,chain-of-thought,low,tags=1
arxiv_2307.15043_bd1d543e.pdf,AI Risk Mitigation,research_paper,misuse,,DeepMind|Google|adversarial|jailbreaking,medium,tags=4
arxiv_2308.03296_e306821e.pdf,AI Risk Mitigation,research_paper,misalignment,,,low,default rules
arxiv_2308.03688_687fa97f.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,benchmarks,medium,concepts=AI Evaluations & Benchmarks; tags=1
arxiv_2308.14752_440ef73c.pdf,AI Risk Mitigation,research_paper,misalignment,Scalable Oversight|Alignment Faking & Scheming,deception,medium,"concepts=Scalable Oversight,Alignment Faking & Scheming; tags=1"
arxiv_2309.00667_7aa1d3a7.pdf,AI Risk Mitigation,research_paper,misalignment,,,low,default rules
arxiv_2310.01405_1df66dc4.pdf,AI Risk Mitigation,research_paper,misalignment,,,low,default rules
arxiv_2310.06824_3f2ce5da.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,,medium,concepts=AI Evaluations & Benchmarks
arxiv_2310.07298_ff5b04a9.pdf,AI Risk Mitigation,research_paper,misalignment,,,low,default rules
arxiv_2310.10683_41480945.pdf,Evaluation,research_paper,mistakes,RLHF & Its Limitations|Pretraining Data Filtering|AI Evaluations & Benchmarks,RLHF|unlearning|red-teaming,high,"concepts=RLHF & Its Limitations,Pretraining Data Filtering,AI Evaluations & Benchmarks; tags=3"
arxiv_2310.11324_adae8624.pdf,AI Risk Mitigation,research_paper,misalignment,,,low,default rules
arxiv_2310.11986_4bcc2385.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,evaluations|DeepMind|Google,high,concepts=AI Evaluations & Benchmarks; tags=3
arxiv_2310.13548_6ccb2e48.pdf,Evaluation,research_paper,misalignment,RLHF & Its Limitations|AI Evaluations & Benchmarks,sycophancy,medium,"concepts=RLHF & Its Limitations,AI Evaluations & Benchmarks; tags=1"
arxiv_2310.18233_9175d27d.pdf,AI Risk Mitigation,research_paper,misuse,,dual-use,low,tags=1
arxiv_2311.00117_0372e8a0.pdf,AI Risk Mitigation,research_paper,misuse,,Meta,low,tags=1
arxiv_2311.02462_6a24bc3f.pdf,AI Safety,research_paper,misalignment,Existential Risk & Superintelligence,AGI,medium,concepts=Existential Risk & Superintelligence; tags=1
arxiv_2311.05915_141a6579.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,evaluations,medium,concepts=AI Evaluations & Benchmarks; tags=1
arxiv_2311.07590_9f89adf4.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,autonomous-systems,medium,concepts=AI Evaluations & Benchmarks; tags=1
arxiv_2311.08379_c82ec1dd.pdf,AI Alignment,research_paper,misalignment,Alignment Faking & Scheming,scheming|deception|deceptive-alignment,high,concepts=Alignment Faking & Scheming; tags=3
arxiv_2311.08702_30bea640.pdf,AI Risk Mitigation,research_paper,misalignment,Scalable Oversight,debate|Anthropic,high,concepts=Scalable Oversight; tags=2
arxiv_2311.10538_7037b425.pdf,AI Risk Mitigation,research_paper,misalignment,Agentic Misalignment,autonomous-systems,medium,concepts=Agentic Misalignment; tags=1
arxiv_2311.12022_9fcb4b1f.pdf,Evaluation,research_paper,misalignment,Scalable Oversight|AI Evaluations & Benchmarks,benchmarks|Anthropic,high,"concepts=Scalable Oversight,AI Evaluations & Benchmarks; tags=2"
arxiv_2311.14125_071a04c8.pdf,AI Risk Mitigation,research_paper,misalignment,Scalable Oversight,debate|DeepMind|Google,high,concepts=Scalable Oversight; tags=3
arxiv_2311.14455_cf055b69.pdf,AI Risk Mitigation,research_paper,misuse,RLHF & Its Limitations,RLHF|adversarial|jailbreaking,high,concepts=RLHF & Its Limitations; tags=3
arxiv_2311.16452_598f3920.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,benchmarks,medium,concepts=AI Evaluations & Benchmarks; tags=1
arxiv_2311.17295_ddd24d60.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,evaluations|robustness,high,concepts=AI Evaluations & Benchmarks; tags=2
arxiv_2312.01037_2425414f.pdf,Model-level Mitigation,research_paper,misalignment,Weak-to-Strong Generalization,,medium,concepts=Weak-to-Strong Generalization
arxiv_2312.01276_959091f3.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,evaluations,medium,concepts=AI Evaluations & Benchmarks; tags=1
arxiv_2312.01552_e7018118.pdf,AI Risk Mitigation,research_paper,misalignment,RLHF & Its Limitations,RLHF,medium,concepts=RLHF & Its Limitations; tags=1
arxiv_2312.03729_2b7805cf.pdf,Evaluation,research_paper,misalignment,Alignment Faking & Scheming|AI Evaluations & Benchmarks,deception,medium,"concepts=Alignment Faking & Scheming,AI Evaluations & Benchmarks; tags=1"
arxiv_2312.04945_648b6065.pdf,AI Risk Mitigation,research_paper,misalignment,,,low,default rules
arxiv_2312.06681_855051b6.pdf,AI Safety,research_paper,misalignment,Existential Risk & Superintelligence,Anthropic,medium,concepts=Existential Risk & Superintelligence; tags=1
arxiv_2312.06942_aa0a3798.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,autonomous-systems,medium,concepts=AI Evaluations & Benchmarks; tags=1
arxiv_2312.07398_e78ecea8.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,evaluations,medium,concepts=AI Evaluations & Benchmarks; tags=1
arxiv_2312.07413_a30da042.pdf,AI Risk Mitigation,research_paper,misalignment,,,low,default rules
arxiv_2312.09390_60381954.pdf,Evaluation,research_paper,misalignment,RLHF & Its Limitations|AI Evaluations & Benchmarks,RLHF|OpenAI,high,"concepts=RLHF & Its Limitations,AI Evaluations & Benchmarks; tags=2"
arxiv_2312.11805_efa29797.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,evaluations|benchmarks,high,concepts=AI Evaluations & Benchmarks; tags=2
arxiv_2312.12747_8805d76c.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,benchmarks,medium,concepts=AI Evaluations & Benchmarks; tags=1
arxiv_2312.16171_6611a090.pdf,AI Risk Mitigation,research_paper,misalignment,Scalable Oversight,,medium,concepts=Scalable Oversight
arxiv_2401.00595_72f16ca0.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,evaluations|benchmarks,high,concepts=AI Evaluations & Benchmarks; tags=2
arxiv_2401.03408_5511ab6b.pdf,Evaluation,research_paper,mistakes,AI Evaluations & Benchmarks,evaluations|autonomous-systems,high,concepts=AI Evaluations & Benchmarks; tags=2
arxiv_2401.05566_74cd9ebd.pdf,AI Risk Mitigation,research_paper,misalignment,,Anthropic,low,tags=1
arxiv_2401.06102_8080a62e.pdf,AI Safety,research_paper,misalignment,Existential Risk & Superintelligence,,medium,concepts=Existential Risk & Superintelligence
arxiv_2401.06751_65394dec.pdf,AI Risk Mitigation,research_paper,misalignment,Scalable Oversight,scalable-oversight,medium,concepts=Scalable Oversight; tags=1
arxiv_2401.07955_c0749d42.pdf,AI Risk Mitigation,research_paper,misalignment,,open-source,low,tags=1
arxiv_2401.13138_86dc27c5.pdf,AI Risk Mitigation,research_paper,misalignment,,governance,low,tags=1
arxiv_2401.13986_ff28f0c0.pdf,AI Risk Mitigation,research_paper,misalignment,,,low,default rules
arxiv_2402.06782_1838b47c.pdf,Evaluation,research_paper,misalignment,Scalable Oversight|AI Evaluations & Benchmarks,debate|evaluations,high,"concepts=Scalable Oversight,AI Evaluations & Benchmarks; tags=2"
arxiv_2402.09739_9e5ce05f.pdf,AI Risk Mitigation,research_paper,misalignment,,,low,default rules
arxiv_2402.10260_141b4f65.pdf,Evaluation,research_paper,misuse,AI Evaluations & Benchmarks,benchmarks|jailbreaking,high,concepts=AI Evaluations & Benchmarks; tags=2
arxiv_2402.16835_fbdbe12a.pdf,Evaluation,research_paper,misalignment,Scalable Oversight|Pretraining Data Filtering|AI Evaluations & Benchmarks,unlearning|evaluations|robustness,high,"concepts=Scalable Oversight,Pretraining Data Filtering,AI Evaluations & Benchmarks; tags=3"
arxiv_2403.03218_3de0ec62.pdf,Evaluation,research_paper,misuse,Pretraining Data Filtering|AI Evaluations & Benchmarks,unlearning|benchmarks,high,"concepts=Pretraining Data Filtering,AI Evaluations & Benchmarks; tags=2"
arxiv_2403.05030_fe947922.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,red-teaming|adversarial,high,concepts=AI Evaluations & Benchmarks; tags=2
arxiv_2403.05518_260d2cdd.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,sycophancy|chain-of-thought|Anthropic,high,concepts=AI Evaluations & Benchmarks; tags=3
arxiv_2403.07918_7f23fb5a.pdf,AI Risk Mitigation,research_paper,misalignment,,,low,default rules
arxiv_2403.09472_9511b543.pdf,AI Risk Mitigation,research_paper,misalignment,,,low,default rules
arxiv_2403.10949_a17c983d.pdf,AI Safety,research_paper,misalignment,Existential Risk & Superintelligence,transparency,medium,concepts=Existential Risk & Superintelligence; tags=1
arxiv_2403.13793_a6ba0c76.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,evaluations|dangerous-capabilities,high,concepts=AI Evaluations & Benchmarks; tags=2
arxiv_2404.09932_0db552b0.pdf,AI Risk Mitigation,research_paper,misalignment,,,low,default rules
arxiv_2404.13076_5fa813eb.pdf,Evaluation,research_paper,misalignment,RLHF & Its Limitations|Constitutional AI (RLAIF)|AI Evaluations & Benchmarks,Constitutional-AI|reward-modeling|evaluations,high,"concepts=RLHF & Its Limitations,Constitutional AI (RLAIF),AI Evaluations & Benchmarks; tags=3"
arxiv_2405.00332_d78e5059.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,benchmarks,medium,concepts=AI Evaluations & Benchmarks; tags=1
arxiv_2405.06624_1d47e019.pdf,AI Risk Mitigation,research_paper,misalignment,Scalable Oversight,,medium,concepts=Scalable Oversight
arxiv_2405.10938_a49bfe91.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,benchmarks,medium,concepts=AI Evaluations & Benchmarks; tags=1
arxiv_2405.19550_b39ec4a4.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,dangerous-capabilities|capability-elicitation,high,concepts=AI Evaluations & Benchmarks; tags=2
arxiv_2406.04313_2e43aa7d.pdf,AI Risk Mitigation,research_paper,misalignment,,robustness|adversarial,medium,tags=2
arxiv_2406.04341_8b5ca268.pdf,AI Risk Mitigation,research_paper,misalignment,,,low,default rules
arxiv_2406.05590_c2a8af0d.pdf,Evaluation,research_paper,misuse,AI Evaluations & Benchmarks,benchmarks|cyber-offense|open-source,high,concepts=AI Evaluations & Benchmarks; tags=3
arxiv_2406.06046_c9555aa1.pdf,AI Risk Mitigation,research_paper,misalignment,,,low,default rules
arxiv_2406.06196_5dc26ecc.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,benchmarks,medium,concepts=AI Evaluations & Benchmarks; tags=1
arxiv_2406.07358_e36d8f95.pdf,Evaluation,research_paper,misalignment,Alignment Faking & Scheming|AI Evaluations & Benchmarks,sandbagging|evaluations|regulation,high,"concepts=Alignment Faking & Scheming,AI Evaluations & Benchmarks; tags=3"
arxiv_2406.07882_47ee6bbe.pdf,AI Risk Mitigation,research_paper,misalignment,Scalable Oversight,Google|interpretability|transparency,high,concepts=Scalable Oversight; tags=3
arxiv_2406.13352_c8740393.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,evaluations|robustness|adversarial|prompt-injection,high,concepts=AI Evaluations & Benchmarks; tags=4
arxiv_2407.04622_3c80510a.pdf,AI Risk Mitigation,research_paper,misalignment,Scalable Oversight,scalable-oversight|DeepMind|Google,high,concepts=Scalable Oversight; tags=3
arxiv_2407.04694_fb5972de.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,,medium,concepts=AI Evaluations & Benchmarks
arxiv_2407.08708_273d68b1.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,benchmarks|open-source,high,concepts=AI Evaluations & Benchmarks; tags=2
arxiv_2407.13647_8977ba25.pdf,Model-level Mitigation,research_paper,misalignment,Scalable Oversight|Weak-to-Strong Generalization,W2SG|weak-to-strong,high,"concepts=Scalable Oversight,Weak-to-Strong Generalization; tags=2"
arxiv_2407.13692_9ab7ee86.pdf,AI Risk Mitigation,research_paper,misalignment,RLHF & Its Limitations,chain-of-thought|OpenAI,high,concepts=RLHF & Its Limitations; tags=2
arxiv_2407.21783_423fc170.pdf,Evaluation,research_paper,misalignment,RLHF & Its Limitations|AI Evaluations & Benchmarks,evaluations,medium,"concepts=RLHF & Its Limitations,AI Evaluations & Benchmarks; tags=1"
arxiv_2408.03314_1364358c.pdf,AI Risk Mitigation,research_paper,misalignment,,DeepMind|Google,medium,tags=2
arxiv_2408.06292_305680d1.pdf,AI Risk Mitigation,research_paper,misalignment,,,low,default rules
arxiv_2408.08926_412dea06.pdf,AI Risk Mitigation,research_paper,misuse,,cyber-offense|autonomous-systems,medium,tags=2
arxiv_2409.02822_3294c7d6.pdf,AI Risk Mitigation,research_paper,misalignment,,regulation,low,tags=1
arxiv_2409.04109_96a74c22.pdf,Evaluation,research_paper,misalignment,Scalable Oversight|AI Evaluations & Benchmarks,evaluations|autonomous-systems,high,"concepts=Scalable Oversight,AI Evaluations & Benchmarks; tags=2"
arxiv_2409.05816_a455d2b1.pdf,AI Risk Mitigation,research_paper,misalignment,,,low,default rules
arxiv_2409.07985_f977b960.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,evaluations|red-teaming|adversarial,high,concepts=AI Evaluations & Benchmarks; tags=3
arxiv_2409.12822_a24d118e.pdf,AI Risk Mitigation,research_paper,misalignment,RLHF & Its Limitations,RLHF|Anthropic,high,concepts=RLHF & Its Limitations; tags=2
arxiv_2409.16986_257d63fb.pdf,AI Risk Mitigation,research_paper,misalignment,,,low,default rules
arxiv_2409.18025_9f780c3e.pdf,RSP,policy,misuse,Pretraining Data Filtering|Responsible Scaling Policies,unlearning|RSP|adversarial|jailbreaking,high,"concepts=Pretraining Data Filtering,Responsible Scaling Policies; tags=4"
arxiv_2409.18433_db0ce75a.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,benchmarks,medium,concepts=AI Evaluations & Benchmarks; tags=1
arxiv_2410.03768_fdddd0f6.pdf,AI Risk Mitigation,research_paper,misalignment,,,low,default rules
arxiv_2410.05629_e91b0436.pdf,AI Risk Mitigation,research_paper,misalignment,,,low,default rules
arxiv_2410.07095_505cb777.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,benchmarks|OpenAI,high,concepts=AI Evaluations & Benchmarks; tags=2
arxiv_2410.08827_c1f30091.pdf,Evaluation,research_paper,misuse,RLHF & Its Limitations|Pretraining Data Filtering|AI Evaluations & Benchmarks,unlearning|evaluations|bioweapons|Anthropic|adversarial,high,"concepts=RLHF & Its Limitations,Pretraining Data Filtering,AI Evaluations & Benchmarks; tags=5"
arxiv_2410.09024_0f07054d.pdf,AI Risk Mitigation,research_paper,misuse,,robustness|jailbreaking,medium,tags=2
arxiv_2410.09114_ce9a2497.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,benchmarks|catastrophic-risk|transparency,high,concepts=AI Evaluations & Benchmarks; tags=3
