folder,filename,ext,title,concepts,tags,source_url,body_excerpt
02_Mitigations-and-Methods/02c_Scalable-Oversight,Political_Declaration_on_Responsible_Military_Use_of_Artificial_Intelligence_and_Autonomy_-_United_S_bf03e86d.md,.md,Political Declaration on Responsible Military Use of Artificial Intelligence and Autonomy - United States Department of ,Scalable Oversight,,https://www.state.gov/political-declaration-on-responsible-military-use-of-artificial-inte,An official website of the United States Government Here's how you know Official websites use .gov A .gov website belongs to an official government organization in the United States. Secure .gov websi
02_Mitigations-and-Methods/02c_Scalable-Oversight,Pre-agriculture_gender_relations_seem_bad_b40c36f1.md,.md,Pre-agriculture gender relations seem bad,"RLHF & Its Limitations, Scalable Oversight, Existential Risk & Superintelligence","RSP, Google, x-risk, AGI",https://www.cold-takes.com/hunter-gatherer-gender-relations-seem-bad,"As part of exploring [trends in quality of life over the very long run](https://www.cold-takes.com/has-life-gotten-better/), I've been trying to understand how good life was during the 'pre-agricultur"
02_Mitigations-and-Methods/02c_Scalable-Oversight,Prioritized_Training_on_Points_that_are_Learnable_Worth_Learning_and_not_yet_Learnt_fbf9225e.md,.md,"Prioritized Training on Points that are Learnable, Worth Learning, and not yet Learnt",Scalable Oversight,,https://proceedings.mlr.press/v162/mindermann22a.html,"[[edit](https://github.com/mlresearch/v162/edit/gh-pages/_posts/2022-06-28-mindermann22a.md)] # Prioritized Training on Points that are Learnable, Worth Learning, and not yet Learnt *Proceedings of th"
02_Mitigations-and-Methods/02c_Scalable-Oversight,Short_letter_to_my_11-year-old_self_174af071.md,.md,Short letter to my 11-year-old self,"RLHF & Its Limitations, Scalable Oversight, Existential Risk & Superintelligence","debate, biorisk",https://scottaaronson.blog/?p=6919,"Dear Scott, This is you, from 30 years in the future, Christmas Eve 2022. Your Ghost of Christmas Future. To get this out of the way: you eventually become a professor who works on quantum computing. "
02_Mitigations-and-Methods/02c_Scalable-Oversight,Steering_at_the_Frontier_Extending_the_Power_of_Prompting_-_Microsoft_Research_aacb2dd9.md,.md,Steering at the Frontier: Extending the Power of Prompting - Microsoft Research,"RLHF & Its Limitations, Scalable Oversight, AI Evaluations & Benchmarks","evaluations, benchmarks, Google",https://www.microsoft.com/en-us/research/blog/steering-at-the-frontier-extending-the-power,"We’re seeing exciting capabilities of frontier foundation models, including intriguing powers of abstraction, generalization, and composition across numerous areas of knowledge and expertise. Even sea"
02_Mitigations-and-Methods/02c_Scalable-Oversight,The_Amyloid-β_Pathway_in_Alzheimers_Disease_-_Molecular_Psychiatry_6e1c20d8.md,.md,The Amyloid-β Pathway in Alzheimer’s Disease - Molecular Psychiatry,"RLHF & Its Limitations, Scalable Oversight, AI Evaluations & Benchmarks","evaluations, RSP, regulation",https://www.nature.com/articles/s41380-021-01249-0,## Abstract Breakthroughs in molecular medicine have positioned the amyloid-β (Aβ) pathway at the center of Alzheimer’s disease (AD) pathophysiology. While the detailed molecular mechanisms of the pat
02_Mitigations-and-Methods/02c_Scalable-Oversight,The_Bread_and_Butter_Problem_in_AI_Policy_b0ce0b11.md,.md,The Bread and Butter Problem in AI Policy,Scalable Oversight,"governance, regulation",https://milesbrundage.substack.com/p/the-bread-and-butter-problem-in-ai,"### There is too little safety and security 'butter' spread over too much AI development/deployment 'bread.' I’ve been using a specific metaphor a lot lately, and would like to share it for feedabck. "
02_Mitigations-and-Methods/02c_Scalable-Oversight,The_U.S._Public_Wants_Regulation_or_Prohibition_of_ExpertLevel_and_Superhuman_AI_-_Future_of_Life_In_c40e1edd.md,.md,The U.S. Public Wants Regulation (or Prohibition) of Expert‑Level and Superhuman AI - Future of Life Institute,"RLHF & Its Limitations, Scalable Oversight, Existential Risk & Superintelligence","regulation, extinction",https://futureoflife.org/asi-polling,"#### Contents A new national survey of 2,000 U.S. adults (29 Sept – 5 Oct 2025) uncovers where Americans stand on AI and the prospect of expert‑level and superhuman systems. The findings show that **a"
02_Mitigations-and-Methods/02c_Scalable-Oversight,The_most_important_century_blog_post_series_fd178cb0.md,.md,"The ""most important century"" blog post series","RLHF & Its Limitations, Scalable Oversight, Existential Risk & Superintelligence","x-risk, AGI",https://www.cold-takes.com/most-important-century,"The 'most important century' series of blog posts argues that **the 21st century could be the most important century ever for humanity,** via the development of advanced AI systems that could dramatic"
02_Mitigations-and-Methods/02c_Scalable-Oversight,Why_AI_alignment_could_be_hard_with_modern_deep_learning_fadf7c15.md,.md,Why AI alignment could be hard with modern deep learning,"Scalable Oversight, Existential Risk & Superintelligence","sycophancy, x-risk, AGI",https://www.cold-takes.com/why-ai-alignment-could-be-hard-with-modern-deep-learning,This is a guest post by my colleague[Ajeya Cotra]. Holden [previously mentioned](https://www.cold-takes.com/transformative-ai-timelines-part-1-of-4-what-kind-of-ai/#misaligned-ai-mysterious-potentiall
02_Mitigations-and-Methods/02c_Scalable-Oversight,Why_Im_Leaving_OpenAI_and_What_Im_Doing_Next_42a87e0f.md,.md,Why I’m Leaving OpenAI and What I’m Doing Next,"RLHF & Its Limitations, Scalable Oversight, Existential Risk & Superintelligence, AI Evaluations & Benchmarks","red-teaming, model-card, governance, regulation, compute-governance, AGI, OpenAI",https://milesbrundage.substack.com/p/why-im-leaving-openai-and-what-im,"### FAQ on my reasons for leaving, my research interests going forward, and ways you can help. I’ve been excited about OpenAI as an organization since it was first announced in December 2015. After th"
02_Mitigations-and-Methods/02c_Scalable-Oversight,Yoshua_Bengio_How_Rogue_AIs_may_Arise_ddf1395b.md,.md,Yoshua Bengio | How Rogue AIs may Arise,"Scalable Oversight, Existential Risk & Superintelligence","governance, regulation",https://yoshuabengio.org/2023/05/22/how-rogue-ais-may-arise,"The rise of powerful AI dialogue systems in recent months has precipitated debates about AI risks of all kinds, which hopefully will yield an acceleration of governance and regulatory frameworks. Alth"
02_Mitigations-and-Methods/02c_Scalable-Oversight,You_Get_About_Five_Words_ec170c80.md,.md,You Get About Five Words,"RLHF & Its Limitations, Scalable Oversight",,https://www.lesswrong.com/posts/4ZvJab25tDebB8FGE/you-get-about-five-words,Epistemic Status: all numbers are made up and/or sketchily sourced. Post errs on the side of simplistic poetry – take seriously but not literally. If you want to coordinate with one person on a thing 
02_Mitigations-and-Methods/02d_Weak-to-Strong-and-ELK,ARC_S_First_Technical_Report_Eliciting_Latent_Knowledge_fb033cda.md,.md,ARC S First Technical Report Eliciting Latent Knowledge,Weak-to-Strong Generalization,,https://www.lesswrong.com/posts/qHCDysDnvhteW7kRd/arc-s-first-technical-report-eliciting-l,"ARC has published a report on Eliciting Latent Knowledge, an open problem which we believe is central to alignment. We think reading this report is the clearest way to understand what problems we are "
02_Mitigations-and-Methods/02d_Weak-to-Strong-and-ELK,Alignment_Research_Center_62b91b1b.md,.md,Alignment Research Center,Weak-to-Strong Generalization,"catastrophic-risk, ARC",https://www.alignment.org/,The Alignment Research Center (ARC) is a non-profit research organization whose mission is to align future machine learning systems with human interests. We are currently pursuing theoretical research
02_Mitigations-and-Methods/02d_Weak-to-Strong-and-ELK,Combining_weak-to-strong_generalization_with_scalable_oversight_8d050f49.md,.md,Combining weak-to-strong generalization with scalable oversight,"Scalable Oversight, Weak-to-Strong Generalization","scalable-oversight, W2SG, weak-to-strong",https://aligned.substack.com/p/combining-w2sg-with-scalable-oversight,### A high-level view on how this new approach fits into our alignment plans The idea behind our latest paper on [weak-to-strong generalization](http://openai.com/research/weak-to-strong-generalizatio
02_Mitigations-and-Methods/02d_Weak-to-Strong-and-ELK,Mechanistic_anomaly_detection_and_ELK_d034dfdf.md,.md,Mechanistic anomaly detection and ELK,Weak-to-Strong Generalization,ARC,https://www.alignment.org/blog/mechanistic-anomaly-detection-and-elk,(*Follow-up to Eliciting Latent Knowledge. Describing joint work with Mark Xu. This is an informal description of ARC’s current research approach; not a polished product intended to be understandable 
02_Mitigations-and-Methods/02d_Weak-to-Strong-and-ELK,OpenAI_dissolves_team_focused_on_long-term_AI_risks_less_than_one_year_after_announcing_it_31baf3f0.md,.md,"OpenAI dissolves team focused on long-term AI risks, less than one year after announcing it",Weak-to-Strong Generalization,"superalignment, OpenAI",https://www.cnbc.com/2024/05/17/openai-superalignment-sutskever-leike.html,"OpenAI has disbanded its team focused on the long-term risks of [artificial intelligence](https://www.cnbc.com/ai-artificial-intelligence/) just one year after the company announced the group, a perso"
02_Mitigations-and-Methods/02e_Pretraining-Filtering-and-Unlearning,Getting_Closer_to_AI_Complete_Question_Answering_A_Set_of_Prerequisite_Real_Tasks_d03c202c.md,.md,Getting Closer to AI Complete Question Answering: A Set of Prerequisite Real Tasks,Pretraining Data Filtering,,https://ojs.aaai.org/index.php/AAAI/article/view/6398,## DOI: [https://doi.org/10.1609/aaai.v34i05.6398](https://doi.org/10.1609/aaai.v34i05.6398) ## Abstract The recent explosion in question answering research produced a wealth of both factoid reading c
02_Mitigations-and-Methods/02e_Pretraining-Filtering-and-Unlearning,Knowledge_Unlearning_for_Mitigating_Privacy_Risks_in_Language_Models_69ee0583.md,.md,Knowledge Unlearning for Mitigating Privacy Risks in Language Models,Pretraining Data Filtering,unlearning,https://openreview.net/forum?id=zAxuIJLb38,"**Keywords:**privacy, large language models, knowledge unlearning, natural language processing **TL;DR:**We propose knowledge unlearning for efficiently providing empirical privacy guarantees for larg"
02_Mitigations-and-Methods/02e_Pretraining-Filtering-and-Unlearning,Modifying_LLM_Beliefs_with_Synthetic_Document_Finetuning_6e2b5ec5.md,.md,Modifying LLM Beliefs with Synthetic Document Finetuning,"Pretraining Data Filtering, AI Evaluations & Benchmarks","unlearning, evaluations, chain-of-thought, Anthropic, OpenAI, open-source",https://alignment.anthropic.com/2025/modifying-beliefs-via-sdf,"In this post, we study whether we can modify an LLM’s beliefs and investigate whether doing so could decrease risk from advanced AI systems. We describe a pipeline for modifying LLM beliefs via synthe"
02_Mitigations-and-Methods/02e_Pretraining-Filtering-and-Unlearning,Pretraining_Data_Filtering_for_Open-Weight_AI_Safety_9659f2e8.md,.md,Pretraining Data Filtering for Open-Weight AI Safety,Pretraining Data Filtering,"pretraining-filtering, data-filtering, open-weight",https://blog.eleuther.ai/deep-ignorance,Disclaimer: The views expressed in this article do not necessarily reflect those of the other institutions with which EleutherAI collaborated. See the Deep Ignorance paper for citations. Widely known 
02_Mitigations-and-Methods/02e_Pretraining-Filtering-and-Unlearning,Unlearning_Bias_in_Language_Models_by_Partitioning_Gradients_148b0a55.md,.md,Unlearning Bias in Language Models by Partitioning Gradients,Pretraining Data Filtering,unlearning,https://aclanthology.org/2023.findings-acl.375,"##### Abstract Recent research has shown that large-scale pretrained language models, specifically transformers, tend to exhibit issues relating to racism, sexism, religion bias, and toxicity in gener"
02_Mitigations-and-Methods/02e_Pretraining-Filtering-and-Unlearning,What_is_machine_unlearning_and_why_is_it_useful_989a904b.md,.md,What is machine unlearning and why is it useful?,Pretraining Data Filtering,unlearning,https://bluedot.org/blog/what-is-machine-unlearning-and-why-is-it-useful,"Machine unlearning is the process of removing specific elements from AI models, without re-training them entirely or reducing their capabilities. There are many different things we might want AI model"
02_Mitigations-and-Methods/02f_Interpretability,ALMANACS_A_Simulatability_Benchmark_FOR_Language_Model_Explainability_8805d76c.pdf,.pdf,ALMANACS A Simulatability Benchmark FOR Language Model Explainability,,,,(PDF)
02_Mitigations-and-Methods/02f_Interpretability,A_Mathematical_Framework_for_Transformer_Circuits_928c3b5b.md,.md,A Mathematical Framework for Transformer Circuits,,"interpretability, mechanistic-interpretability, Anthropic",https://transformer-circuits.pub/2021/framework/index.html,"Transformer One avenue for addressing these issues is mechanistic interpretability, attempting to reverse engineer the detailed computations performed by transformers, similar to how a programmer migh"
02_Mitigations-and-Methods/02f_Interpretability,Anthropic_Raises_450_Million_in_Series_C_Funding_to_Scale_Reliable_AI_Products_ac35f548.md,.md,Anthropic Raises $450 Million in Series C Funding to Scale Reliable AI Products,,"Anthropic, interpretability",https://www.anthropic.com/news/anthropic-series-c,"We are pleased to announce that we have raised $450 million in Series C funding led by Spark Capital with participation from Google, Salesforce Ventures, Sound Ventures, Zoom Ventures, and others. The"
02_Mitigations-and-Methods/02f_Interpretability,Auditing_language_models_for_hidden_objectives_7147645e.md,.md,Auditing language models for hidden objectives,,"Anthropic, interpretability",https://www.anthropic.com/research/auditing-hidden-objectives,*A new paper from the Anthropic Alignment Science and Interpretability teams studies alignment audits—systematic investigations into whether models are pursuing hidden objectives. We practice alignmen
02_Mitigations-and-Methods/02f_Interpretability,Challenges_and_Prizes_ffebac34.md,.md,Challenges and Prizes,AI Evaluations & Benchmarks,"benchmarks, interpretability",https://benchmarking-interpretability.csail.mit.edu/challenges-and-prizes,"This competition was accepted to the competition track for [SATML, 2024](https://satml.org/)! It was completed on March 22, 2024. Read the competition report: [The SaTML ’24 CNN Interpretability Compe"
02_Mitigations-and-Methods/02f_Interpretability,Core_Views_on_AI_Safety_When_Why_What_and_How_8c7fd668.md,.md,"Core Views on AI Safety: When, Why, What, and How","RLHF & Its Limitations, Existential Risk & Superintelligence, AI Evaluations & Benchmarks","catastrophic-risk, Anthropic, OpenAI, interpretability, mechanistic-interpretability",https://www.anthropic.com/news/core-views-on-ai-safety,"We founded Anthropic because we believe the impact of AI might be comparable to that of the industrial and scientific revolutions, but we aren’t confident it will go well. And we also believe this lev"
02_Mitigations-and-Methods/02f_Interpretability,Core_Views_on_AI_Safety_When_Why_What_and_How_cbeac227.md,.md,"Core Views on AI Safety: When, Why, What, and How","RLHF & Its Limitations, Existential Risk & Superintelligence, AI Evaluations & Benchmarks","catastrophic-risk, Anthropic, OpenAI, interpretability, mechanistic-interpretability",https://www.anthropic.com/index/core-views-on-ai-safety,"We founded Anthropic because we believe the impact of AI might be comparable to that of the industrial and scientific revolutions, but we aren’t confident it will go well. And we also believe this lev"
02_Mitigations-and-Methods/02f_Interpretability,Designing_a_Dashboard_for_Transparency_and_Control_of_Conversational_AI_47ee6bbe.pdf,.pdf,Designing a Dashboard for Transparency and Control of Conversational AI,,,,(PDF)
02_Mitigations-and-Methods/02f_Interpretability,High-Low_Frequency_Detectors_69e34f7f.md,.md,High-Low Frequency Detectors,,,https://distill.pub/2020/circuits/frequency-edges,[Distill](https://distill.pub/) A family of early-vision neurons reacting to directional transitions from high to low spatial frequency. Some of the neurons in vision models are features that we aren’
02_Mitigations-and-Methods/02f_Interpretability,Home_2f5a1bdc.md,.md,Home,,"Meta, interpretability",https://robertkirk.github.io/,"I'm Robert Kirk, a PhD Student at [UCL DARK Lab](https://ucl-dark.github.io/) in the [UCL Centre for Artificial Intelligence](https://www.ucl.ac.uk/ai-centre/) supervised by [Tim Rocktäschel](https://"
02_Mitigations-and-Methods/02f_Interpretability,Interpreting_THE_Second_-Order_Effects_OF_Neurons_IN_CLIP_8b5ca268.pdf,.pdf,Interpreting THE Second -Order Effects OF Neurons IN CLIP,,,,(PDF)
02_Mitigations-and-Methods/02f_Interpretability,Introduction_to_Mechanistic_Interpretability_0aa60341.md,.md,Introduction to Mechanistic Interpretability,,,https://bluedot.org/blog/introduction-to-mechanistic-interpretability,Mechanistic Interpretability is an emerging field that seeks to **understand the internal reasoning processes of trained neural networks** and gain insight into how and why they produce the outputs th
02_Mitigations-and-Methods/02f_Interpretability,LatentQA_Teaching_LLMs_to_Decode_Activations_Into_Natural_Language_10916ec8.pdf,.pdf,LatentQA Teaching LLMs to Decode Activations Into Natural Language,,,,(PDF)
02_Mitigations-and-Methods/02f_Interpretability,Locating_and_Editing_Factual_Associations_in_GPT_c596305d.md,.md,Locating and Editing Factual Associations in GPT,"AI Evaluations & Benchmarks, Responsible Scaling Policies",RSP,https://rome.baulab.info/,ArXiv Preprint Source Code Github Dataset and Models Demo Colab: Model Editing Demo Colab: Causal Tracing Youtube (Yannic Kilcher) **Knowing** differs from **saying**: uttering words by rote is differ
02_Mitigations-and-Methods/02f_Interpretability,Looking_Inward_Language_Models_Can_Learn_About_Themselves_BY_Introspection_cb17e218.pdf,.pdf,Looking Inward Language Models Can Learn About Themselves BY Introspection,,,,(PDF)
02_Mitigations-and-Methods/02f_Interpretability,MATS_Research_fb0dee66.md,.md,MATS Research,"RLHF & Its Limitations, AI Evaluations & Benchmarks, Responsible Scaling Policies","deception, RSP, Anthropic, interpretability, mechanistic-interpretability, transparency",https://www.matsprogram.org/,The MATS Program is an independent research and educational seminar program that connects talented researchers with top [mentors](https://www.matsprogram.org/mentors) in the fields of AI [alignment](h
02_Mitigations-and-Methods/02f_Interpretability,Many-shot_jailbreaking_0db64752.md,.md,Many-shot jailbreaking,,"Anthropic, interpretability, jailbreaking",https://www.anthropic.com/research/many-shot-jailbreaking,"We investigated a “jailbreaking” technique — a method that can be used to evade the safety guardrails put in place by the developers of large language models (LLMs). The technique, which we call “many"
02_Mitigations-and-Methods/02f_Interpretability,Mapping_the_Mind_of_a_Large_Language_Model_498fcf79.md,.md,Mapping the Mind of a Large Language Model,RLHF & Its Limitations,"Anthropic, OpenAI, interpretability",https://www.anthropic.com/research/mapping-mind-language-model,"*Today we report a significant advance in understanding the inner workings of AI models. We have identified how millions of concepts are represented inside Claude Sonnet, one of our deployed large lan"
02_Mitigations-and-Methods/02f_Interpretability,Patchscopes_A_Unifying_Framework_for_Inspecting_Hidden_Representations_of_Language_Models_8080a62e.pdf,.pdf,Patchscopes A Unifying Framework for Inspecting Hidden Representations of Language Models,,,,(PDF)
02_Mitigations-and-Methods/02f_Interpretability,Pause_Giant_AI_Experiments_An_Open_Letter_-_Future_of_Life_Institute_d6f15827.md,.md,Pause Giant AI Experiments: An Open Letter - Future of Life Institute,"Existential Risk & Superintelligence, Responsible Scaling Policies","power-seeking, RSP, governance, regulation, x-risk, existential-risk, superintelligence, catastrophic-risk, OpenAI, inte",https://futureoflife.org/open-letter/pause-giant-ai-experiments,"AI systems with human-competitive intelligence can pose profound risks to society and humanity, as shown by extensive research[1] and acknowledged by top AI labs.[2] As stated in the widely-endorsed ["
02_Mitigations-and-Methods/02f_Interpretability,Representation_Engineering_1df66dc4.pdf,.pdf,Representation Engineering,,,,(PDF)
02_Mitigations-and-Methods/02f_Interpretability,SelfIE_Self-Interpretation_of_Large_Language_Model_Embeddings_a17c983d.pdf,.pdf,SelfIE Self-Interpretation of Large Language Model Embeddings,,,,(PDF)
02_Mitigations-and-Methods/02f_Interpretability,Sleeper_Agents_Training_Deceptive_LLMs_that_Persist_Through_Safety_Training_7defe513.md,.md,Sleeper Agents: Training Deceptive LLMs that Persist Through Safety Training,Alignment Faking & Scheming,"deception, sleeper-agents, Anthropic, interpretability",https://www.anthropic.com/news/sleeper-agents-training-deceptive-llms-that-persist-through,"Humans are capable of strategically deceptive behavior: behaving helpfully in most situations, but then behaving very differently in order to pursue alternative objectives when given the opportunity. "
02_Mitigations-and-Methods/02f_Interpretability,Steering_Llama_2_via_Contrastive_Activation_Addition_Nina_Panickssery_855051b6.pdf,.pdf,Steering Llama 2 via Contrastive Activation Addition Nina Panickssery,,,,(PDF)
02_Mitigations-and-Methods/02f_Interpretability,The_Building_Blocks_of_Interpretability_1d4292ce.md,.md,The Building Blocks of Interpretability,AI Evaluations & Benchmarks,interpretability,https://distill.pub/2018/building-blocks,[Distill](https://distill.pub/) Interpretability techniques are normally studied in isolation. We explore the powerful interfaces that arise when you combine them — and the rich structure of this comb
02_Mitigations-and-Methods/02f_Interpretability,The_Prototypical_Catastrophic_AI_Action_Is_Getting_Root_b6e771eb.md,.md,The Prototypical Catastrophic AI Action Is Getting Root,"RLHF & Its Limitations, Scalable Oversight, Existential Risk & Superintelligence, AI Evaluations & Benchmarks","cyber-offense, intelligence-explosion, catastrophic-risk, interpretability",https://www.lesswrong.com/posts/BAzCGCys4BkzGDCWR/the-prototypical-catastrophic-ai-action-,"(I think Carl Shulman came up with the “hacking the SSH server” example, thanks to him for that. Thanks to Ryan Greenblatt, Jenny Nitishinskaya, and Ajeya Cotra for comments.) EDIT: I recommend readin"
02_Mitigations-and-Methods/02f_Interpretability,Towards_Monosemanticity_Decomposing_Language_Models_With_Dictionary_Learning_eaa33128.md,.md,Towards Monosemanticity: Decomposing Language Models With Dictionary Learning,Existential Risk & Superintelligence,"interpretability, mechanistic-interpretability, Anthropic",https://transformer-circuits.pub/2023/monosemantic-features,"Using a sparse autoencoder, we extract a large number of interpretable features from a one-layer transformer.[Browse A/1 Features →](https://transformer-circuits.pub/2023/monosemantic-features/vis/a1."
02_Mitigations-and-Methods/02f_Interpretability,What_is_faithful_chain-of-thought_reasoning_and_why_is_it_useful_for_AI_safety_4f1c4c90.md,.md,What is faithful chain-of-thought reasoning and why is it useful for AI safety?,"Alignment Faking & Scheming, Existential Risk & Superintelligence, AI Evaluations & Benchmarks","deception, sandbagging, reward-hacking, chain-of-thought, Anthropic, OpenAI, interpretability",https://bluedot.org/blog/faithful-chain-of-thought,"Modern Large Language Models (LLMs) are often referred to as “black boxes”. Although we can observe both the inputs that are fed into the model, and the final outputs they produce, we’re not sure what"
03_Evaluations/03a_Methodology,1_AI_Luminate_Introducing_v1.0_of_the_AI_Risk_and_Reliability_Benchmark_from_MLCommons_31036499.pdf,.pdf,1 AI Luminate Introducing v1.0 of the AI Risk and Reliability Benchmark from MLCommons,,,,(PDF)
03_Evaluations/03a_Methodology,25_May_2023_Model_evaluation_for_extreme_risks_31d9a8c2.pdf,.pdf,25 May 2023 Model evaluation for extreme risks,,,,(PDF)
03_Evaluations/03a_Methodology,A_Survey_on_Evaluation_of_Large_Language_Models_e6202492.pdf,.pdf,A Survey on Evaluation of Large Language Models,,,,(PDF)
03_Evaluations/03a_Methodology,A_new_initiative_for_developing_third-party_model_evaluations_b5216eaa.md,.md,A new initiative for developing third-party model evaluations,AI Evaluations & Benchmarks,"evaluations, Anthropic",https://www.anthropic.com/news/a-new-initiative-for-developing-third-party-model-evaluatio,"A [robust, third-party evaluation ecosystem](https://www.anthropic.com/news/third-party-testing) is essential for assessing AI capabilities and risks, but the current evaluations landscape is limited."
03_Evaluations/03a_Methodology,Adding_Error_Bars_to_Evals_A_Statistical_Approach_to_Language_Model_Evaluations_7fa1cbc8.pdf,.pdf,Adding Error Bars to Evals A Statistical Approach to Language Model Evaluations,,,,(PDF)
03_Evaluations/03a_Methodology,Advanced_AI_evaluations_at_AISI_May_update_AISI_Work_91e3c569.md,.md,Advanced AI evaluations at AISI: May update | AISI Work,AI Evaluations & Benchmarks,evaluations,https://www.aisi.gov.uk/work/advanced-ai-evaluations-may-update,*Note to readers: we changed our name to the AI Security Institute on 14 February 2025. Read more** here.* A key part of our work at the AI Safety Institute (AISI) involves periodically evaluating adv
03_Evaluations/03a_Methodology,An_Opinionated_Evals_Reading_List_Apollo_Research_318f07f1.md,.md,An Opinionated Evals Reading List – Apollo Research,AI Evaluations & Benchmarks,,https://www.apolloresearch.ai/blog/an-opinionated-evals-reading-list,"We have greatly benefited from reading others’ papers to improve our research ideas, conceptual understanding, and concrete evaluations. Thus, the Apollo Research evaluations team compiled a list of w"
03_Evaluations/03a_Methodology,BetterBench_Assessing_AI_Benchmarks_Uncovering_Issues_and_Establishing_Best_Practices_0ca66ea8.pdf,.pdf,BetterBench Assessing AI Benchmarks Uncovering Issues and Establishing Best Practices,,,,(PDF)
03_Evaluations/03a_Methodology,Challenges_in_evaluating_AI_systems_a00c9d7e.md,.md,Challenges in evaluating AI systems,AI Evaluations & Benchmarks,Anthropic,https://www.anthropic.com/news/evaluating-ai-systems,"## Introduction Most conversations around the societal impacts of artificial intelligence (AI) come down to discussing some quality of an AI system, such as its truthfulness, fairness, potential for m"
03_Evaluations/03a_Methodology,Dangerous_capability_tests_should_be_harder_603893a0.md,.md,Dangerous capability tests should be harder,AI Evaluations & Benchmarks,dangerous-capabilities,https://www.planned-obsolescence.org/dangerous-capability-tests-should-be-harder,### We should spend less time proving that today’s AIs are safe and more time figuring out how to tell if tomorrow’s AIs are dangerous. *Audio automatically generated by an AI trained on Luca’s voice.
03_Evaluations/03a_Methodology,Inspect_bfb7a89d.md,.md,Inspect,"Agentic Misalignment, AI Evaluations & Benchmarks","evaluations, agentic-AI, open-source",https://inspect.ai-safety-institute.org.uk/,"## Welcome Welcome to Inspect, a framework for large language model evaluations created by the [UK AI Security Institute](https://aisi.gov.uk). Inspect can be used for a broad range of evaluations tha"
03_Evaluations/03a_Methodology,Pre-Deployment_evaluation_of_OpenAIs_o1_model_AISI_Work_2d942ebd.md,.md,Pre-Deployment evaluation of OpenAI’s o1 model | AISI Work,AI Evaluations & Benchmarks,"evaluations, OpenAI",https://www.aisi.gov.uk/work/pre-deployment-evaluation-of-openais-o1-model,*Note to readers: we changed our name to the AI Security Institute on 14 February 2025. Read more** here.* **Introduction** The UK Artificial Intelligence Safety Institute (UK AISI) and the U.S. Artif
03_Evaluations/03a_Methodology,Pre-deployment_evaluation_of_Anthropics_upgraded_Claude_3.5_Sonnet_AISI_Work_6dc8cac0.md,.md,Pre-deployment evaluation of Anthropic’s upgraded Claude 3.5 Sonnet | AISI Work,AI Evaluations & Benchmarks,"evaluations, Anthropic",https://www.aisi.gov.uk/work/pre-deployment-evaluation-of-anthropics-upgraded-claude-3-5-s,*Note to readers: we changed our name to the AI Security Institute on 14 February 2025. Read more** here.* **Introduction** The UK Artificial Intelligence Safety Institute (UK AISI) and the U.S. Artif
03_Evaluations/03a_Methodology,Putting_up_Bumpers_0d0b4e54.md,.md,Putting up Bumpers,"RLHF & Its Limitations, Alignment Faking & Scheming, Weak-to-Strong Generalization, Existential Risk & Superintelligence","sandbagging, superalignment, evaluations, red-teaming, dangerous-capabilities, regulation, AGI, autonomous-systems, Anth",https://alignment.anthropic.com/2025/bumpers,"Even if we can't solve alignment, we can solve the problem of catching and fixing misalignment. If a child is bowling for the first time, and they just aim at the pins and throw, they’re almost certai"
03_Evaluations/03a_Methodology,arxiv.orgabs123_Sociotechnical_Safety_Evaluation_of_Generative_AI_Systems_4bcc2385.pdf,.pdf,arxiv.orgabs123 Sociotechnical Safety Evaluation of Generative AI Systems,,,,(PDF)
03_Evaluations/03a_Methodology,common-elements-nov-2024_66a59187.pdf,.pdf,common-elements-nov-2024,,,,(PDF)
03_Evaluations/03b_Capability-Benchmarks,Aligning_AI_With_Shared_Human_Values_0c5277a5.pdf,.pdf,Aligning AI With Shared Human Values,,,,(PDF)
03_Evaluations/03b_Capability-Benchmarks,Are_Emergent_Abilities_of_Large_Language_Models_a_b0c96341.pdf,.pdf,Are Emergent Abilities of Large Language Models a,,,,(PDF)
03_Evaluations/03b_Capability-Benchmarks,Beyond_the_Imitation_Game_Benchmark_b8e781bd.pdf,.pdf,Beyond the Imitation Game Benchmark,,,,(PDF)
03_Evaluations/03b_Capability-Benchmarks,BoolQ_Exploring_the_Surprising_Difficulty_of_Natural_YesNo_Questions_284120f6.pdf,.pdf,BoolQ Exploring the Surprising Difficulty of Natural YesNo Questions,,,,(PDF)
03_Evaluations/03b_Capability-Benchmarks,Can_Generalist_Foundation_Models_Outcompete_598f3920.pdf,.pdf,Can Generalist Foundation Models Outcompete,,,,(PDF)
03_Evaluations/03b_Capability-Benchmarks,Can_LLMs_Generate_Novel_Research_Ideas_A_Large-Scale_Human_Study_with_100_NLP_Researchers_96a74c22.pdf,.pdf,Can LLMs Generate Novel Research Ideas A Large-Scale Human Study with 100 NLP Researchers,,,,(PDF)
03_Evaluations/03b_Capability-Benchmarks,Code_World_Model_Preparedness_Report_d4af6e7f.md,.md,Code World Model Preparedness Report,"Scalable Oversight, AI Evaluations & Benchmarks","catastrophic-risk, open-weight",https://ai.meta.com/research/publications/code-world-model-preparedness-report,"September 24, 2025 This report documents the preparedness assessment of Code World Model (CWM), a model for code generation and reasoning about code from Meta. We conducted pre-release testing across "
