old_path,new_path,reason
AI Risk Mitigation/A_Study_on_Large_Language_Models_Limitations_in_Multiple-Choice_c0749d42.pdf,03_RLHF-and-Limitations/A_Study_on_Large_Language_Models_Limitations_in_Multiple-Choice_c0749d42.pdf,fallback by old folder (AI Risk Mitigation)
AI Risk Mitigation/Pretraining_Data_Filtering_for_Open-Weight_AI_Safety_9659f2e8.md,10_Pretraining-Filtering-and-Unlearning/Pretraining_Data_Filtering_for_Open-Weight_AI_Safety_9659f2e8.md,concept=Pretraining Filtering
AI Risk Mitigation/Vector_-ICL_I_N_-_CONTEXT_Learning_WITH_Con_TINUOUS_Vector_Representations_e91b0436.pdf,03_RLHF-and-Limitations/Vector_-ICL_I_N_-_CONTEXT_Learning_WITH_Con_TINUOUS_Vector_Representations_e91b0436.pdf,fallback by old folder (AI Risk Mitigation)
AI Risk Mitigation/Preprint_The_Unlocking_Spell_ON_BASE_LLM_S_Rethinking_Alignment_VIA_I_N_-Context_Learning_e7018118.pdf,03_RLHF-and-Limitations/Preprint_The_Unlocking_Spell_ON_BASE_LLM_S_Rethinking_Alignment_VIA_I_N_-Context_Learning_e7018118.pdf,fallback by old folder (AI Risk Mitigation)
AI Risk Mitigation/Crowdsourcing_Multiple_Choice_Science_Questions_Johannes_Welbl_cb1d4272.pdf,03_RLHF-and-Limitations/Crowdsourcing_Multiple_Choice_Science_Questions_Johannes_Welbl_cb1d4272.pdf,fallback by old folder (AI Risk Mitigation)
AI Risk Mitigation/Training_Compute-Optimal_Large_Language_Models_593710fa.pdf,03_RLHF-and-Limitations/Training_Compute-Optimal_Large_Language_Models_593710fa.pdf,fallback by old folder (AI Risk Mitigation)
AI Risk Mitigation/Google_-_Wikipedia_500fb8cf.md,03_RLHF-and-Limitations/Google_-_Wikipedia_500fb8cf.md,fallback by old folder (AI Risk Mitigation)
AI Risk Mitigation/Is_Democracy_a_Fad_6c2db200.md,03_RLHF-and-Limitations/Is_Democracy_a_Fad_6c2db200.md,fallback by old folder (AI Risk Mitigation)
AI Risk Mitigation/US_UK_AI20Safety20Institute_20December_Publication-OpenAIo1_5e9fc56d.pdf,03_RLHF-and-Limitations/US_UK_AI20Safety20Institute_20December_Publication-OpenAIo1_5e9fc56d.pdf,fallback by old folder (AI Risk Mitigation)
AI Risk Mitigation/Editable_Neural_Networks_Anton_Sinitsin1_7f7ee403.pdf,03_RLHF-and-Limitations/Editable_Neural_Networks_Anton_Sinitsin1_7f7ee403.pdf,fallback by old folder (AI Risk Mitigation)
AI Risk Mitigation/Training_language_models_to_follow_instructions_with_human_feedback_Long_Ouyang_80867b0f.pdf,03_RLHF-and-Limitations/Training_language_models_to_follow_instructions_with_human_feedback_Long_Ouyang_80867b0f.pdf,fallback by old folder (AI Risk Mitigation)
AI Risk Mitigation/The_Internal_State_of_an_LLM_Knows_When_Its_Lying_Amos_Azaria_6347b94f.pdf,03_RLHF-and-Limitations/The_Internal_State_of_an_LLM_Knows_When_Its_Lying_Amos_Azaria_6347b94f.pdf,fallback by old folder (AI Risk Mitigation)
AI Risk Mitigation/What_normal_Americans_not_AI_companies_want_for_AI_ce23b483.md,03_RLHF-and-Limitations/What_normal_Americans_not_AI_companies_want_for_AI_ce23b483.md,concept=RLHF
AI Risk Mitigation/OpenAI_Model_Spec_49ff3771.md,11b_Capability-Benchmarks/OpenAI_Model_Spec_49ff3771.md,benchmark filename=Model_Spec
AI Risk Mitigation/What is input data filtration in AI safety?.md,15_Educational/What is input data filtration in AI safety?.md,source_type=educational
AI Risk Mitigation/Scaling_Laws_for_Reward_Model_Overoptimization_Leo_Gao_John_Schulman_b79a972c.pdf,03_RLHF-and-Limitations/Scaling_Laws_for_Reward_Model_Overoptimization_Leo_Gao_John_Schulman_b79a972c.pdf,fallback by old folder (AI Risk Mitigation)
AI Risk Mitigation/What_is_AI_alignment_510ee1d0.md,15_Educational/What_is_AI_alignment_510ee1d0.md,source_type=educational
AI Risk Mitigation/Inhibition_of_IL-11_signalling_extends_mammalian_healthspan_and_lifespan_-_Nature_4dbe3a8d.md,16_Governance-and-Policy/Inhibition_of_IL-11_signalling_extends_mammalian_healthspan_and_lifespan_-_Nature_4dbe3a8d.md,governance tag
AI Risk Mitigation/Deep Ignorance Filtering Pretraining Data Builds Tamper-Resistant Safeguards.md,03_RLHF-and-Limitations/Deep Ignorance Filtering Pretraining Data Builds Tamper-Resistant Safeguards.md,fallback by old folder (AI Risk Mitigation)
AI Risk Mitigation/All_Possible_Views_About_Humanitys_Future_Are_Wild_aba44c8e.md,03_RLHF-and-Limitations/All_Possible_Views_About_Humanitys_Future_Are_Wild_aba44c8e.md,concept=RLHF
AI Risk Mitigation/Thinking_Fast_and_Slow_with_Deep_Learning_and_Tree_Search_d6456a25.pdf,03_RLHF-and-Limitations/Thinking_Fast_and_Slow_with_Deep_Learning_and_Tree_Search_d6456a25.pdf,fallback by old folder (AI Risk Mitigation)
AI Risk Mitigation/Smart_contract_-_Wikipedia_a859c087.md,03_RLHF-and-Limitations/Smart_contract_-_Wikipedia_a859c087.md,fallback by old folder (AI Risk Mitigation)
AI Risk Mitigation/LESSWRONG_6e8fb49c.md,05_Scalable-Oversight/LESSWRONG_6e8fb49c.md,concept=Scalable Oversight
AI Risk Mitigation/Beyond_Memorization_Violating_Privacy_VIA_Inference_WITH_Large_Language_Models_ff5b04a9.pdf,03_RLHF-and-Limitations/Beyond_Memorization_Violating_Privacy_VIA_Inference_WITH_Large_Language_Models_ff5b04a9.pdf,fallback by old folder (AI Risk Mitigation)
AI Risk Mitigation/Beyond_the_Imitation_Game_Benchmark_b8e781bd.pdf,11b_Capability-Benchmarks/Beyond_the_Imitation_Game_Benchmark_b8e781bd.pdf,benchmark filename=Beyond_the_Imitation_Game
AI Risk Mitigation/The_Duplicator_e65d0141.md,03_RLHF-and-Limitations/The_Duplicator_e65d0141.md,concept=RLHF
AI Risk Mitigation/Q_UA_RT_Z_An_Open-Domain_Dataset_of_Qualitative_Relationship_3e5c8291.pdf,03_RLHF-and-Limitations/Q_UA_RT_Z_An_Open-Domain_Dataset_of_Qualitative_Relationship_3e5c8291.pdf,fallback by old folder (AI Risk Mitigation)
AI Risk Mitigation/Llama_2_Open_Foundation_and_Fine-Tuned_Chat_Models_25e38443.pdf,03_RLHF-and-Limitations/Llama_2_Open_Foundation_and_Fine-Tuned_Chat_Models_25e38443.pdf,fallback by old folder (AI Risk Mitigation)
AI Risk Mitigation/AGENT_Harm_A_Benchmark_Harmfulness_OF_LLM_AGENTS_FOR_Measuring_0f07054d.pdf,11d_Agent-Benchmarks-and-Frameworks/AGENT_Harm_A_Benchmark_Harmfulness_OF_LLM_AGENTS_FOR_Measuring_0f07054d.pdf,benchmark filename=AGENT_Harm
AI Risk Mitigation/P-Tuning_v2_Prompt_Tuning_Can_Be_Comparable_to_Fine-tuning_Universally_Across_Scales_and_T_4d6bb1cb.pdf,03_RLHF-and-Limitations/P-Tuning_v2_Prompt_Tuning_Can_Be_Comparable_to_Fine-tuning_Universally_Across_Scales_and_T_4d6bb1cb.pdf,fallback by old folder (AI Risk Mitigation)
AI Risk Mitigation/Measuring_Massive_Multitask_Language_Understanding_1bd1157d.pdf,11b_Capability-Benchmarks/Measuring_Massive_Multitask_Language_Understanding_1bd1157d.pdf,benchmark filename=Measuring_Massive_Multitask
AI Risk Mitigation/Offline_RL_FOR_NATURAL_Language_Generation_WITH_Implicit_Language_Q_Learning_88c11c96.pdf,03_RLHF-and-Limitations/Offline_RL_FOR_NATURAL_Language_Generation_WITH_Implicit_Language_Q_Learning_88c11c96.pdf,fallback by old folder (AI Risk Mitigation)
AI Risk Mitigation/Bandit_Structured_Prediction_for_Learning_51b794ae.pdf,03_RLHF-and-Limitations/Bandit_Structured_Prediction_for_Learning_51b794ae.pdf,fallback by old folder (AI Risk Mitigation)
AI Risk Mitigation/Buck_3aaf690a.md,03_RLHF-and-Limitations/Buck_3aaf690a.md,fallback by old folder (AI Risk Mitigation)
AI Risk Mitigation/231020_Llama-2_OS_risks_manuscript_9175d27d.pdf,03_RLHF-and-Limitations/231020_Llama-2_OS_risks_manuscript_9175d27d.pdf,fallback by old folder (AI Risk Mitigation)
AI Risk Mitigation/Model_Safety_Bug_Bounty_Program_Claude_Help_Center_52e7c661.md,03_RLHF-and-Limitations/Model_Safety_Bug_Bounty_Program_Claude_Help_Center_52e7c661.md,concept=RLHF
AI Risk Mitigation/Simulating_Bandit_Learning_from_User_Feedback_for_Extractive_Question_Answering_0c3713d4.pdf,03_RLHF-and-Limitations/Simulating_Bandit_Learning_from_User_Feedback_for_Extractive_Question_Answering_0c3713d4.pdf,fallback by old folder (AI Risk Mitigation)
AI Risk Mitigation/Agentic_Misalignment_Appendix_0480ae04.pdf,08_Agentic-Misalignment-and-Control/Agentic_Misalignment_Appendix_0480ae04.pdf,concept=Agentic Misalignment
AI Risk Mitigation/Socialist_calculation_debate_-_Wikipedia_23def74e.md,03_RLHF-and-Limitations/Socialist_calculation_debate_-_Wikipedia_23def74e.md,fallback by old folder (AI Risk Mitigation)
AI Risk Mitigation/Social_Security_debate_in_the_United_States_-_Wikipedia_75e533ce.md,03_RLHF-and-Limitations/Social_Security_debate_in_the_United_States_-_Wikipedia_75e533ce.md,fallback by old folder (AI Risk Mitigation)
AI Risk Mitigation/U.S._Commerce_Secretary_Gina_Raimondo_Announces_Expansion_of_U.S._AI_Safety_Institute_Leadership_Tea_ead0c98f.md,03_RLHF-and-Limitations/U.S._Commerce_Secretary_Gina_Raimondo_Announces_Expansion_of_U.S._AI_Safety_Institute_Leadership_Tea_ead0c98f.md,concept=RLHF
AI Risk Mitigation/Enhancing Model Safety through Pretraining Data Filtering.md,03_RLHF-and-Limitations/Enhancing Model Safety through Pretraining Data Filtering.md,fallback by old folder (AI Risk Mitigation)
AI Risk Mitigation/LESSWRONG_cc1eed09.md,03_RLHF-and-Limitations/LESSWRONG_cc1eed09.md,fallback by old folder (AI Risk Mitigation)
AI Risk Mitigation/macglashan17a_eb343d23.pdf,03_RLHF-and-Limitations/macglashan17a_eb343d23.pdf,concept=RLHF
AI Risk Mitigation/Toward_Trustworthy_AI_Development_Mechanisms_for_Supporting_Verifiable_Claims_55998b84.pdf,03_RLHF-and-Limitations/Toward_Trustworthy_AI_Development_Mechanisms_for_Supporting_Verifiable_Claims_55998b84.pdf,fallback by old folder (AI Risk Mitigation)
AI Risk Mitigation/AI_Alignment_72dc2650.md,15_Educational/AI_Alignment_72dc2650.md,source_type=educational
AI Risk Mitigation/Revisiting_Al-Qaidas_Anthrax_Program_-_Combating_Terrorism_Center_at_West_Point_3aeea483.md,03_RLHF-and-Limitations/Revisiting_Al-Qaidas_Anthrax_Program_-_Combating_Terrorism_Center_at_West_Point_3aeea483.md,fallback by old folder (AI Risk Mitigation)
AI Risk Mitigation/Without_Specific_Countermeasures_The_Easiest_Path_To_478b16f1.md,03_RLHF-and-Limitations/Without_Specific_Countermeasures_The_Easiest_Path_To_478b16f1.md,concept=RLHF
AI Risk Mitigation/LESSWRONG_f9826af5.md,03_RLHF-and-Limitations/LESSWRONG_f9826af5.md,fallback by old folder (AI Risk Mitigation)
AI Risk Mitigation/Effective_Ventures_cd6d856a.md,03_RLHF-and-Limitations/Effective_Ventures_cd6d856a.md,concept=RLHF
AI Risk Mitigation/Learning_to_Give_Checkable_Answers_with_Prover-Verifier_Games_898d8f37.pdf,03_RLHF-and-Limitations/Learning_to_Give_Checkable_Answers_with_Prover-Verifier_Games_898d8f37.pdf,fallback by old folder (AI Risk Mitigation)
AI Risk Mitigation/You_Get_About_Five_Words_ec170c80.md,05_Scalable-Oversight/You_Get_About_Five_Words_ec170c80.md,concept=Scalable Oversight
AI Risk Mitigation/Measuring_Mathematical_Problem_Solving_With_the_MATH_Dataset_f6ee975b.pdf,11b_Capability-Benchmarks/Measuring_Mathematical_Problem_Solving_With_the_MATH_Dataset_f6ee975b.pdf,benchmark filename=MATH_Dataset
AI Risk Mitigation/Proximal_Policy_OptimizationÂ_900da9d4.md,03_RLHF-and-Limitations/Proximal_Policy_OptimizationÂ_900da9d4.md,concept=RLHF
AI Risk Mitigation/AI_capabilities_can_be_significantly_improved_without_expensive_retraining_a30da042.pdf,03_RLHF-and-Limitations/AI_capabilities_can_be_significantly_improved_without_expensive_retraining_a30da042.pdf,fallback by old folder (AI Risk Mitigation)
AI Risk Mitigation/John_Schulman_OpenAI_Cofounder_-_Reasoning_RLHF_Plan_for_2027_AGI_edd8fc6e.md,03_RLHF-and-Limitations/John_Schulman_OpenAI_Cofounder_-_Reasoning_RLHF_Plan_for_2027_AGI_edd8fc6e.md,concept=RLHF
AI Risk Mitigation/Universal_JAILBREAK_BACKDOORS_FROM_Poisoned_Human_Feedback_Javier_Rando_cf055b69.pdf,03_RLHF-and-Limitations/Universal_JAILBREAK_BACKDOORS_FROM_Poisoned_Human_Feedback_Javier_Rando_cf055b69.pdf,fallback by old folder (AI Risk Mitigation)
AI Risk Mitigation/P_ROVER_-_VERIFIER_GAMES_IMPROVE_LEGIBILITY_OF_LLM_OUTPUTS_Jan_Hendrik_Kirchner_9ab7ee86.pdf,03_RLHF-and-Limitations/P_ROVER_-_VERIFIER_GAMES_IMPROVE_LEGIBILITY_OF_LLM_OUTPUTS_Jan_Hendrik_Kirchner_9ab7ee86.pdf,fallback by old folder (AI Risk Mitigation)
AI Risk Mitigation/Towards_Monosemanticity_Decomposing_Language_Models_With_Dictionary_Learning_eaa33128.md,14_Interpretability/Towards_Monosemanticity_Decomposing_Language_Models_With_Dictionary_Learning_eaa33128.md,interpretability tag
AI Risk Mitigation/Ugh_Fields_cf90fc1b.md,03_RLHF-and-Limitations/Ugh_Fields_cf90fc1b.md,concept=RLHF
AI Risk Mitigation/Scaling_tacit_knowledge_8d8f5a60.md,03_RLHF-and-Limitations/Scaling_tacit_knowledge_8d8f5a60.md,concept=RLHF
AI Risk Mitigation/The_Unreasonable_Effectiveness_of_Easy_Training_Data_for_Hard_Tasks_65394dec.pdf,03_RLHF-and-Limitations/The_Unreasonable_Effectiveness_of_Easy_Training_Data_for_Hard_Tasks_65394dec.pdf,fallback by old folder (AI Risk Mitigation)
AI Risk Mitigation/BadLlama_cheaply_removing_safety_fine-tuning_from_Llama_2-Chat_13B_Pranav_Gade_0372e8a0.pdf,03_RLHF-and-Limitations/BadLlama_cheaply_removing_safety_fine-tuning_from_Llama_2-Chat_13B_Pranav_Gade_0372e8a0.pdf,fallback by old folder (AI Risk Mitigation)
AI Risk Mitigation/Pretraining_Language_Models_with_Human_Preferences_Tomasz_Korbak_1_2_3_Kejian_Shi_2_Angeli_87e65df1.pdf,03_RLHF-and-Limitations/Pretraining_Language_Models_with_Human_Preferences_Tomasz_Korbak_1_2_3_Kejian_Shi_2_Angeli_87e65df1.pdf,fallback by old folder (AI Risk Mitigation)
AI Risk Mitigation/Publications_48c622e6.md,03_RLHF-and-Limitations/Publications_48c622e6.md,concept=RLHF
AI Risk Mitigation/Sydney_Brenner_-_Wikipedia_68c339bd.md,03_RLHF-and-Limitations/Sydney_Brenner_-_Wikipedia_68c339bd.md,fallback by old folder (AI Risk Mitigation)
AI Risk Mitigation/on_Machine_Learning_Research_(092024)_Foundational_Challenges_in_Assuring_Alignment_and_0db552b0.pdf,03_RLHF-and-Limitations/on_Machine_Learning_Research_(092024)_Foundational_Challenges_in_Assuring_Alignment_and_0db552b0.pdf,fallback by old folder (AI Risk Mitigation)
AI Risk Mitigation/Sleeper_AGENTS_Training_Deceptive_LLM_Sthat_74cd9ebd.pdf,03_RLHF-and-Limitations/Sleeper_AGENTS_Training_Deceptive_LLM_Sthat_74cd9ebd.pdf,fallback by old folder (AI Risk Mitigation)
AI Risk Mitigation/Short_letter_to_my_11-year-old_self_174af071.md,05_Scalable-Oversight/Short_letter_to_my_11-year-old_self_174af071.md,concept=Scalable Oversight
AI Risk Mitigation/Dario_Amodei_Machines_of_Loving_Grace_caf0dd8e.md,05_Scalable-Oversight/Dario_Amodei_Machines_of_Loving_Grace_caf0dd8e.md,concept=Scalable Oversight
AI Risk Mitigation/AI_Could_Defeat_All_Of_Us_Combined_7a851c62.md,05_Scalable-Oversight/AI_Could_Defeat_All_Of_Us_Combined_7a851c62.md,concept=Scalable Oversight
AI Risk Mitigation/A simple technical explanation of RLH(AI)F.md,15_Educational/A simple technical explanation of RLH(AI)F.md,source_type=educational
AI Risk Mitigation/Role-Play_with_Large_Language_Models_fca470d1.pdf,03_RLHF-and-Limitations/Role-Play_with_Large_Language_Models_fca470d1.pdf,fallback by old folder (AI Risk Mitigation)
AI Risk Mitigation/The_most_important_century_blog_post_series_fd178cb0.md,05_Scalable-Oversight/The_most_important_century_blog_post_series_fd178cb0.md,concept=Scalable Oversight
AI Risk Mitigation/AI_safety_via_debate_Geoffrey_Irving_Paul_Christiano_d6049e8c.pdf,03_RLHF-and-Limitations/AI_safety_via_debate_Geoffrey_Irving_Paul_Christiano_d6049e8c.pdf,fallback by old folder (AI Risk Mitigation)
AI Risk Mitigation/Safety_engineering_target_selection_and_alignment_theory_-_Machine_Intelligence_Research_Institute_8e289f7b.md,03_RLHF-and-Limitations/Safety_engineering_target_selection_and_alignment_theory_-_Machine_Intelligence_Research_Institute_8e289f7b.md,concept=RLHF
AI Risk Mitigation/Risks_from_Learned_Optimization_626ef3bb.pdf,03_RLHF-and-Limitations/Risks_from_Learned_Optimization_626ef3bb.pdf,fallback by old folder (AI Risk Mitigation)
Evaluation/Do the biorisk evaluations of AI labs actually measure the risk of developing bioweapons?.md,11c_Cyber-Bio-Benchmarks/Do the biorisk evaluations of AI labs actually measure the risk of developing bioweapons?.md,benchmark filename=biorisk
Evaluation/Virology_Capabilities_Test_(VCT)_A_Multimodal_Virology_QA_Benchmark_9ca093b9.pdf,11c_Cyber-Bio-Benchmarks/Virology_Capabilities_Test_(VCT)_A_Multimodal_Virology_QA_Benchmark_9ca093b9.pdf,benchmark filename=VCT
Evaluation/Goodharts_law_-_Wikipedia_d425846f.md,11e_Other-Evaluations/Goodharts_law_-_Wikipedia_d425846f.md,concept=AI Evals → 11e_Other-Evaluations
Evaluation/as_a_conference_paper_at_ICLR_2017_FAST_Text._ZIP_Compressing_TEXT_CLASSIFICATION_MODELS_af35910d.pdf,11e_Other-Evaluations/as_a_conference_paper_at_ICLR_2017_FAST_Text._ZIP_Compressing_TEXT_CLASSIFICATION_MODELS_af35910d.pdf,fallback by old folder (Evaluation)
Evaluation/Gemini_A_Family_of_Highly_Capable_Multimodal_Models_efa29797.pdf,11e_Other-Evaluations/Gemini_A_Family_of_Highly_Capable_Multimodal_Models_efa29797.pdf,fallback by old folder (Evaluation)
Evaluation/Claude_Doesnt_Want_to_Die_b85a5017.md,05_Scalable-Oversight/Claude_Doesnt_Want_to_Die_b85a5017.md,concept=Scalable Oversight
Evaluation/NYU_CTF_Bench_c2a8af0d.pdf,11e_Other-Evaluations/NYU_CTF_Bench_c2a8af0d.pdf,fallback by old folder (Evaluation)
Evaluation/Stress_Testing_Deliberative_Alignment_for_Anti-Scheming_Training_Apollo_Research_238004f9.md,07_Alignment-Faking-Scheming/Stress_Testing_Deliberative_Alignment_for_Anti-Scheming_Training_Apollo_Research_238004f9.md,concept=Alignment Faking & Scheming
Evaluation/Buck_S_Shortform_f162cf38.md,11e_Other-Evaluations/Buck_S_Shortform_f162cf38.md,concept=AI Evals → 11e_Other-Evaluations
Evaluation/Towards_Understanding_Sycophancy_IN_Language_Models_6ccb2e48.pdf,11e_Other-Evaluations/Towards_Understanding_Sycophancy_IN_Language_Models_6ccb2e48.pdf,fallback by old folder (Evaluation)
Evaluation/Redirecting..._3be50887.md,11e_Other-Evaluations/Redirecting..._3be50887.md,concept=AI Evals → 11e_Other-Evaluations
Evaluation/Virology_Capabilities_Test_430289e6.md,11e_Other-Evaluations/Virology_Capabilities_Test_430289e6.md,concept=AI Evals → 11e_Other-Evaluations
Evaluation/Anson_Ho_ed0b588b.md,11e_Other-Evaluations/Anson_Ho_ed0b588b.md,fallback by old folder (Evaluation)
Evaluation/ICDL08-knox_33571213.pdf,11e_Other-Evaluations/ICDL08-knox_33571213.pdf,concept=AI Evals → 11e_Other-Evaluations
Evaluation/Catastrophic_Cyber_Capabilities_Benchmark_3CB_b8978dcf.md,11c_Cyber-Bio-Benchmarks/Catastrophic_Cyber_Capabilities_Benchmark_3CB_b8978dcf.md,benchmark filename=3CB
Evaluation/Ling_Oly_A_Benchmark_of_Olympiad-Level_Linguistic_Reasoning_Puzzles_in_Low-Resource_and_5dc26ecc.pdf,11e_Other-Evaluations/Ling_Oly_A_Benchmark_of_Olympiad-Level_Linguistic_Reasoning_Puzzles_in_Low-Resource_and_5dc26ecc.pdf,fallback by old folder (Evaluation)
Evaluation/Article_56_Codes_of_Practice_cd9ad85d.md,03_RLHF-and-Limitations/Article_56_Codes_of_Practice_cd9ad85d.md,concept=RLHF
Evaluation/Cybench_05abdf0e.md,11c_Cyber-Bio-Benchmarks/Cybench_05abdf0e.md,benchmark filename=Cybench
Evaluation/AgentDojo_A_Dynamic_Environment_to_Evaluate_Prompt_Injection_Attacks_and_Defenses_c8740393.pdf,11d_Agent-Benchmarks-and-Frameworks/AgentDojo_A_Dynamic_Environment_to_Evaluate_Prompt_Injection_Attacks_and_Defenses_c8740393.pdf,benchmark filename=AgentDojo
Evaluation/A_Survey_on_Evaluation_of_Large_Language_Models_e6202492.pdf,11a_Eval-Methodology/A_Survey_on_Evaluation_of_Large_Language_Models_e6202492.pdf,eval methodology filename=Survey_on_Evaluation
Evaluation/Exclusive_New_Research_Shows_AI_Strategically_Lying_6f6ffce8.md,07_Alignment-Faking-Scheming/Exclusive_New_Research_Shows_AI_Strategically_Lying_6f6ffce8.md,concept=Alignment Faking & Scheming
Evaluation/RAND_RRA2977-2_50bfade5.pdf,11e_Other-Evaluations/RAND_RRA2977-2_50bfade5.pdf,concept=AI Evals → 11e_Other-Evaluations
Evaluation/Monitor_An_AI-Driven_Observability_Interface--_--_283a18bf.md,11e_Other-Evaluations/Monitor_An_AI-Driven_Observability_Interface--_--_283a18bf.md,concept=AI Evals → 11e_Other-Evaluations
Evaluation/BLEU_-_Wikipedia_1eb08290.md,11e_Other-Evaluations/BLEU_-_Wikipedia_1eb08290.md,fallback by old folder (Evaluation)
Evaluation/[external] a long list of open problems and concrete projects in evals.md,11e_Other-Evaluations/[external] a long list of open problems and concrete projects in evals.md,fallback by old folder (Evaluation)
Evaluation/Aligning_AI_With_Shared_Human_Values_0c5277a5.pdf,11b_Capability-Benchmarks/Aligning_AI_With_Shared_Human_Values_0c5277a5.pdf,benchmark filename=Aligning_AI_With_Shared_Human_Values
Evaluation/regular_expert_iteration_is_like_this_but_with_noise0_67f38999.md,07_Alignment-Faking-Scheming/regular_expert_iteration_is_like_this_but_with_noise0_67f38999.md,concept=Alignment Faking & Scheming
Evaluation/Official_Leaderboards_cf42ebe4.md,08_Agentic-Misalignment-and-Control/Official_Leaderboards_cf42ebe4.md,concept=Agentic Misalignment
Evaluation/Do_Large_Language_Model_Benchmarks_Test_Reliability_a0cf712c.pdf,11e_Other-Evaluations/Do_Large_Language_Model_Benchmarks_Test_Reliability_a0cf712c.pdf,fallback by old folder (Evaluation)
Evaluation/An_Opinionated_Evals_Reading_List_Apollo_Research_318f07f1.md,11a_Eval-Methodology/An_Opinionated_Evals_Reading_List_Apollo_Research_318f07f1.md,eval methodology filename=Opinionated_Evals_Reading_List
Evaluation/BadLlama_3_d33b0c77.md,15_Educational/BadLlama_3_d33b0c77.md,source_type=educational
Evaluation/CERN_for_AI_An_overview_ad031a5f.md,03_RLHF-and-Limitations/CERN_for_AI_An_overview_ad031a5f.md,concept=RLHF
Evaluation/Weak_-_TO_-Strong_Generalization_Eliciting_Strong_Capabilities_With_Weak_Supervision_60381954.pdf,11e_Other-Evaluations/Weak_-_TO_-Strong_Generalization_Eliciting_Strong_Capabilities_With_Weak_Supervision_60381954.pdf,fallback by old folder (Evaluation)
Evaluation/The_Case_For_Ensuring_That_Powerful_Ais_Are_Controlled_aa6f98d1.md,07_Alignment-Faking-Scheming/The_Case_For_Ensuring_That_Powerful_Ais_Are_Controlled_aa6f98d1.md,concept=Alignment Faking & Scheming
Evaluation/Sabotage_Evaluations_for_Frontier_Models_b1ff2e52.pdf,11e_Other-Evaluations/Sabotage_Evaluations_for_Frontier_Models_b1ff2e52.pdf,fallback by old folder (Evaluation)
Evaluation/2024-4-8_Evaluating_Frontier_Models_for_Dangerous_Capabilities_a6ba0c76.pdf,11e_Other-Evaluations/2024-4-8_Evaluating_Frontier_Models_for_Dangerous_Capabilities_a6ba0c76.pdf,fallback by old folder (Evaluation)
Evaluation/InterCode_Standardizing_and_Benchmarking_Interactive_Coding_with_Execution_Feedback_22dcbdae.pdf,11e_Other-Evaluations/InterCode_Standardizing_and_Benchmarking_Interactive_Coding_with_Execution_Feedback_22dcbdae.pdf,fallback by old folder (Evaluation)
Evaluation/A_Toy_Evaluation_of_Inference_Code_Tampering_67e62168.md,11e_Other-Evaluations/A_Toy_Evaluation_of_Inference_Code_Tampering_67e62168.md,concept=AI Evals → 11e_Other-Evaluations
Evaluation/Inference-Time_Intervention_Eliciting_Truthful_Answers_from_a_Language_Model_8f37248e.pdf,11e_Other-Evaluations/Inference-Time_Intervention_Eliciting_Truthful_Answers_from_a_Language_Model_8f37248e.pdf,fallback by old folder (Evaluation)
Evaluation/Easy2Hard-Bench_Standardized_Difficulty_Labels_for_Profiling_LLM_Performance_and_Generaliz_db0ce75a.pdf,11e_Other-Evaluations/Easy2Hard-Bench_Standardized_Difficulty_Labels_for_Profiling_LLM_Performance_and_Generaliz_db0ce75a.pdf,fallback by old folder (Evaluation)
Evaluation/SWE-Lancer_Can_Frontier_LLMs_Earn_1_Million_from_Real-World_Freelance_Software_Engineering_10319adc.pdf,11e_Other-Evaluations/SWE-Lancer_Can_Frontier_LLMs_Earn_1_Million_from_Real-World_Freelance_Software_Engineering_10319adc.pdf,fallback by old folder (Evaluation)
Evaluation/Antagonistic_pleiotropy_hypothesis_-_Wikipedia_0f4a99da.md,01_Existential-Risk/Antagonistic_pleiotropy_hypothesis_-_Wikipedia_0f4a99da.md,concept=Existential Risk
Evaluation/The_Case_For_More_Ambitious_Language_Model_Evals_a4a84e19.md,03_RLHF-and-Limitations/The_Case_For_More_Ambitious_Language_Model_Evals_a4a84e19.md,concept=RLHF
Evaluation/Chain_of_Thought_Monitorability_A_New_and_Fragile_Opportunity_for_AI_Safety_263bfab5.pdf,11e_Other-Evaluations/Chain_of_Thought_Monitorability_A_New_and_Fragile_Opportunity_for_AI_Safety_263bfab5.pdf,fallback by old folder (Evaluation)
Evaluation/5c04925674920eb58467fb52ce4ef728-Paper_116a2200.pdf,05_Scalable-Oversight/5c04925674920eb58467fb52ce4ef728-Paper_116a2200.pdf,concept=Scalable Oversight
Evaluation/LESSWRONG_318b69cf.md,03_RLHF-and-Limitations/LESSWRONG_318b69cf.md,concept=RLHF
Evaluation/WebGPT_Browser-assisted_question-answering_with_human_feedback_Reiichiro_Nakano_83a6a3da.pdf,11e_Other-Evaluations/WebGPT_Browser-assisted_question-answering_with_human_feedback_Reiichiro_Nakano_83a6a3da.pdf,fallback by old folder (Evaluation)
Evaluation/Could_Artificial_Intelligence_Be_Misused_to_Plan_Biological_Attacks_fd68ea56.md,11c_Cyber-Bio-Benchmarks/Could_Artificial_Intelligence_Be_Misused_to_Plan_Biological_Attacks_fd68ea56.md,benchmark filename=Could_Artificial_Intelligence_Be_Misused
Evaluation/Sabotage_evaluations_for_frontier_models_a3405563.md,11e_Other-Evaluations/Sabotage_evaluations_for_frontier_models_a3405563.md,concept=AI Evals → 11e_Other-Evaluations
